,ID,Segment type,Segment Description,Answer,Count,Percentage,It became a relationship
817,292889.7417,web,"Meridian, Idaho",No,0,0,0
818,293023,university,"University of California, Berkeley",I don't use Tinder,19,0.209,0
819,292881.0409,mobile,"Meridian, Idaho",No,820.9944388,0.213223813,0
820,293251,university,University of Maryland,I don't use Tinder,0,0,0
821,292882.5111,mobile,"Meridian, Idaho",No,907.6862998,0.23571044,1
822,293047,university,University of Colorado Boulder,I don't use Tinder,0,0,0
823,292888.8466,web,"Meridian, Idaho",No,0,0,0
824,292890.326,gender,"Meridian, Idaho",No,999.1522393,0.32772084,1
825,292890.7433,web,"Meridian, Idaho",No,0,0,0
826,292887.1253,web,"Meridian, Idaho",No,0,0,0
827,293775,university,Boston College,Yes,0,0,0
828,292896.4592,gender,"Meridian, Idaho",No,487.220395,0.248283643,0
829,292893.7215,gender,"Meridian, Idaho",No,1146.798638,0.484242887,0
830,292900.1014,gender,"Meridian, Idaho",No,814.018555,0.473590793,1
831,292888.734,web,"Meridian, Idaho",No,0,0,0
832,292890.6507,web,"Meridian, Idaho",No,0,0,0
833,292889.9595,web,"Meridian, Idaho",No,0,0,0
834,292888.937,gender,"Meridian, Idaho",No,1052.488992,0.320493096,0
835,292888.6215,web,"Meridian, Idaho",No,0,0,0
836,293439,university,Ithaca College,Yes,1,0.25,0
837,292901.0959,gender,"Meridian, Idaho",No,507.6221088,0.295578525,0
838,292902.0601,gender,"Meridian, Idaho",No,525.0859025,0.306227404,0
839,293420.918,university,University of Rochester,I don't use Tinder,0,0,1
840,292896.6694,gender,"Meridian, Idaho",No,488.1452717,0.250427675,0
841,292896.8497,gender,"Meridian, Idaho",No,570.1683646,0.257272008,0
842,292881.2833,mobile,"Meridian, Idaho",No,963.0282875,0.250065358,0
843,292888.2291,web,"Meridian, Idaho",No,0,0,0
844,292890.5647,web,"Meridian, Idaho",No,0,0,0
845,292898.5547,gender,"Meridian, Idaho",No,660.6739853,0.347617348,0
846,292894.233,mobile,"Meridian, Idaho",No,795.0874388,0.390648694,1
847,293740.9642,university,University of Kansas,No,1.501491166,0.937313604,1
848,292894.957,gender,"Meridian, Idaho",No,424.0540895,0.20810756,0
849,292897.1226,gender,"Meridian, Idaho",No,572.8152486,0.260143898,0
850,292896.5541,gender,"Meridian, Idaho",No,881.1990992,0.420658109,1
851,292889.0608,mobile,"Meridian, Idaho",No,795.8349745,0.318868535,1
852,292881.5459,mobile,"Meridian, Idaho",No,1116.904124,0.289978544,0
853,293134.8245,university,University of Mississippi,Yes,1.087740456,0.362761442,1
854,293651,university,University of Dayton,No,3,0.429,0
855,292900.5914,mobile,"Meridian, Idaho",No,805.0982733,0.479654579,1
856,292949.0034,university,"University of California, Davis",Yes,1.444350757,0.5,1
857,293329,university,Mississippi State University,I don't use Tinder,1,0.091,1
858,293535,university,Washington State University,Yes,8,0.308,0
859,292901.9488,gender,"Meridian, Idaho",No,526.1617331,0.305188672,0
860,292890.0204,web,"Meridian, Idaho",No,0,0,0
861,292899.9951,mobile,"Meridian, Idaho",No,794.2546361,0.470616401,1
862,292897.7255,gender,"Meridian, Idaho",No,566.9866771,0.265771484,0
863,293448.0741,university,Skidmore College,No,2.589507862,0.794753931,1
864,293683,university,Colby College,I don't use Tinder,2,0.143,0
865,292888.3555,web,"Meridian, Idaho",No,0,0,0
866,293199,university,New York University,Yes,1,0.333,0
867,292898.4693,gender,"Meridian, Idaho",No,955.1711191,0.504293376,0
868,292897.6086,gender,"Meridian, Idaho",No,1008.964758,0.510174814,0
869,293757,university,Penn State University,Yes,4,0.4,0
870,292886.0366,mobile,"Meridian, Idaho",No,796.2720655,0.276898009,1
871,292890.325,web,"Meridian, Idaho",No,0,0,0
872,293217,university,Northern Illinois University,Yes,0,0,1
873,292893.6211,gender,"Meridian, Idaho",No,456.7825599,0.2114472,0
874,293673.0405,university,"University of Wisconsin, Eau Claire",Yes,0.750844246,0.093855531,1
875,292897.4458,gender,"Meridian, Idaho",No,569.6907248,0.26316068,0
876,292884.84,mobile,"Meridian, Idaho",No,1078.282109,0.279960547,1
877,292897.2847,mobile,"Meridian, Idaho",No,865.5215958,0.437947134,1
878,292890.0271,gender,"Meridian, Idaho",No,1073.976468,0.35780179,0
879,292881.8846,mobile,"Meridian, Idaho",No,861.8001482,0.22380823,1
880,292884.1085,mobile,"Meridian, Idaho",No,1024.700901,0.26606235,1
881,292897.7541,mobile,"Meridian, Idaho",No,856.9446121,0.443867432,1
882,292888.1649,web,"Meridian, Idaho",No,0,0,0
883,292890.5364,web,"Meridian, Idaho",No,0,0,0
884,292888.9387,web,"Meridian, Idaho",No,0,0,0
885,292893.934,gender,"Meridian, Idaho",No,1150.988193,0.49151721,0
886,292882.2662,mobile,"Meridian, Idaho",No,889.74697,0.231057235,1
887,293711,university,Middlebury College,No,0,0,0
888,292881.103,mobile,"Meridian, Idaho",No,804.5429296,0.208956528,1
889,292881.9946,mobile,"Meridian, Idaho",No,1379.811268,0.358172889,0
890,293587.0205,university,Syracuse University,I don't use Tinder,0,0,1
891,292889.1158,web,"Meridian, Idaho",No,0,0,0
892,292897.6945,gender,"Meridian, Idaho",No,1003.593715,0.509587579,0
893,293055,university,University of Michigan,Yes,14,0.163,0
894,292887.4832,mobile,"Meridian, Idaho",No,796.0629767,0.296975213,1
895,292896.2391,gender,"Meridian, Idaho",No,887.1650763,0.415957415,1
896,292893.9189,gender,"Meridian, Idaho",No,1150.689904,0.49099929,0
897,292893.6206,gender,"Meridian, Idaho",No,487.8249345,0.220136735,0
898,292900.4532,gender,"Meridian, Idaho",No,540.6190345,0.291229898,0
899,292881.7711,mobile,"Meridian, Idaho",No,1248.847364,0.324202729,0
900,292896.2209,gender,"Meridian, Idaho",No,887.5112567,0.415684654,1
901,292890.1194,web,"Meridian, Idaho",No,0,0,0
902,293365,university,Elon University,I don't use Tinder,2,0.333,0
903,292888.2465,web,"Meridian, Idaho",No,0,0,0
904,292889.1271,web,"Meridian, Idaho",No,0,0,0
905,292883.4988,mobile,"Meridian, Idaho",No,1749.759784,0.454132231,0
906,292892.3737,gender,"Meridian, Idaho",No,960.3716815,0.358276696,1
907,293156.8022,university,University of North Carolina,I don't use Tinder,0,0,1
908,292881.8458,mobile,"Meridian, Idaho",No,858.9561649,0.223070541,1
909,293712.2019,university,University of Tampa,I don't use Tinder,0.016627974,0.016627974,1
910,292896.1,mobile,"Meridian, Idaho",No,887.169431,0.423004627,1
911,293264.1714,university,"University of California, Santa Cruz",Yes,2.801787614,0.377632844,1
912,292890.0412,web,"Meridian, Idaho",No,0,0,0
913,292894.72,mobile,"Meridian, Idaho",No,912.3857975,0.405598928,1
914,292889.5931,web,"Meridian, Idaho",No,0,0,0
915,292887.8039,mobile,"Meridian, Idaho",No,1038.765113,0.318365089,1
916,292882.3148,mobile,"Meridian, Idaho",No,1567.459926,0.406846261,0
917,292889.3777,mobile,"Meridian, Idaho",No,795.7891636,0.323267404,1
918,292888.1313,web,"Meridian, Idaho",No,0,0,0
919,292882.4699,mobile,"Meridian, Idaho",No,1658.373474,0.430427932,0
920,292900.7397,gender,"Meridian, Idaho",No,782.4866066,0.472161194,0
921,292898.131,mobile,"Meridian, Idaho",No,850.0577035,0.448621149,1
922,292893.8045,mobile,"Meridian, Idaho",No,929.1155054,0.394051178,1
923,292895.7024,gender,"Meridian, Idaho",No,540.9107039,0.244077376,0
924,293629,university,Whatsgoodly University,I don't use Tinder,0,0,1
925,292899.6129,gender,"Meridian, Idaho",No,823.2697184,0.466301646,1
926,292889.8237,web,"Meridian, Idaho",No,0,0,0
927,292896.264,mobile,"Meridian, Idaho",No,884.172683,0.425073145,1
928,292901.051,gender,"Meridian, Idaho",No,507.4243558,0.295120098,0
929,292890.8677,web,"Meridian, Idaho",No,0,0,0
930,293257,university,UMass Amherst,I don't use Tinder,3,0.25,1
931,292884.9027,mobile,"Meridian, Idaho",No,1082.876232,0.281152197,1
932,292887.6894,web,"Meridian, Idaho",No,0,0,0
933,292897.9523,mobile,"Meridian, Idaho",No,794.5498775,0.442266616,1
934,292887.3275,mobile,"Meridian, Idaho",No,1047.469436,0.312356895,1
935,292897.7765,gender,"Meridian, Idaho",No,566.4940844,0.266247091,0
936,293611,university,University of Delaware,I don't use Tinder,1,0.25,0
937,292885.8024,mobile,"Meridian, Idaho",No,796.3059156,0.273647639,1
938,292890.4745,web,"Meridian, Idaho",No,0,0,0
939,293655,university,University of Kansas,Yes,3,0.3,0
940,292884.5294,mobile,"Meridian, Idaho",No,796.4898956,0.255981441,1
941,292883.3108,mobile,"Meridian, Idaho",No,966.2688613,0.250905916,1
942,292883.9668,mobile,"Meridian, Idaho",No,1544.097083,0.400786274,0
943,292898.9664,gender,"Meridian, Idaho",No,683.6289432,0.371086991,0
944,292889.8085,web,"Meridian, Idaho",No,0,0,0
945,292882.0436,mobile,"Meridian, Idaho",No,873.4450183,0.226828742,1
946,293465,university,James Madison University,No,0,0,0
947,293459,university,Marquette University,No,1,0.5,0
948,293335,university,University of Missouri,I don't use Tinder,8,0.267,0
949,293577,university,Pepperdine University,Yes,0,0,0
950,293321,university,Rice University,No,4,0.667,1
951,292896.4823,gender,"Meridian, Idaho",No,1079.358045,0.517871146,0
952,293024.1827,university,University of Pennsylvania,I don't use Tinder,18.29039703,0.684450254,1
953,292895.4008,gender,"Meridian, Idaho",No,533.2197073,0.240608888,0
954,293323,university,Rice University,I don't use Tinder,1,0.167,0
955,293240.8509,university,University of Washington,No,0.679090616,0.679090616,1
956,293625,university,Whatsgoodly University,Yes,0,0,0
957,292882.9842,mobile,"Meridian, Idaho",No,1959.759831,0.508603233,0
958,292889.0312,web,"Meridian, Idaho",No,0,0,0
959,292889.9291,mobile,"Meridian, Idaho",No,999.9298822,0.345171266,1
960,293041,university,"University of California, Santa Barbara",I don't use Tinder,17,0.227,1
961,292901,gender,Female respondents,No,797,0.487,1
962,292895.1301,gender,"Meridian, Idaho",No,1163.866729,0.527110762,0
963,292889.8919,mobile,"Meridian, Idaho",No,795.7148518,0.330403003,1
964,292884.6742,mobile,"Meridian, Idaho",No,1066.13411,0.27680953,1
965,292889.1629,web,"Meridian, Idaho",No,0,0,0
966,292881.2515,mobile,"Meridian, Idaho",No,815.4247067,0.211779105,1
967,293077,university,University of Virginia,I don't use Tinder,8,0.444,1
968,292895.1419,gender,"Meridian, Idaho",No,526.6177622,0.23763154,0
969,292900.4089,gender,"Meridian, Idaho",No,833.9438801,0.491039198,0
970,292890.5512,web,"Meridian, Idaho",No,0,0,0
971,292890.033,web,"Meridian, Idaho",No,0,0,0
972,292890.4936,web,"Meridian, Idaho",No,0,0,0
973,292882.4422,mobile,"Meridian, Idaho",No,902.6398492,0.234401463,1
974,292894.6277,gender,"Meridian, Idaho",No,1164.661928,0.51525891,0
975,292901.8037,gender,"Meridian, Idaho",No,458.8772601,0.280008583,0
976,293409,university,Rochester Institute of Technology,Yes,0,0,0
977,292945.5949,university,University of Pennsylvania,I don't use Tinder,0.487606537,0.162372977,1
978,292893.5529,gender,"Meridian, Idaho",No,474.4328708,0.218639837,0
979,292896.901,gender,"Meridian, Idaho",No,571.4751859,0.257861358,0
980,292890.2393,web,"Meridian, Idaho",No,0,0,0
981,292883.3183,mobile,"Meridian, Idaho",No,1829.110458,0.474714658,0
982,292898.5248,gender,"Meridian, Idaho",No,496.3093017,0.269353381,0
983,292890.4332,mobile,"Meridian, Idaho",No,990.7198229,0.351528547,1
984,292896.8887,gender,"Meridian, Idaho",No,489.1101669,0.252664478,0
985,293607.8142,university,"University of Wisconsin, Eau Claire",Yes,0.43214805,0.43214805,1
986,292888.4905,web,"Meridian, Idaho",No,0,0,0
987,292890.5562,web,"Meridian, Idaho",No,0,0,0
988,293603.2536,university,Syracuse University,I don't use Tinder,32.89822245,0.2860715,1
989,292893.5965,gender,"Meridian, Idaho",No,937.2139591,0.376523056,1
990,292890.8937,mobile,"Meridian, Idaho",No,982.3036662,0.357337834,1
991,292881.032,mobile,"Meridian, Idaho",No,799.3407057,0.207607146,1
992,292881.1168,mobile,"Meridian, Idaho",No,805.5527388,0.209218458,1
993,292883.1271,mobile,"Meridian, Idaho",No,1913.136232,0.496509739,0
994,292895.2707,gender,"Meridian, Idaho",No,905.505809,0.401506442,1
995,292887.0777,web,"Meridian, Idaho",No,0,0,0
996,292888.7687,web,"Meridian, Idaho",No,0,0,0
997,292890.0036,web,"Meridian, Idaho",No,0,0,0
998,292896.5743,gender,"Meridian, Idaho",No,563.1442005,0.254104247,0
999,293167,university,Cal Poly San Luis Obispo,I don't use Tinder,7,0.28,0
1000,293446.0729,university,Vassar College,No,2.615160538,0.903790134,1
1001,292887.9418,web,"Meridian, Idaho",No,0,0,0
1002,292893.2576,gender,"Meridian, Idaho",No,473.1332842,0.215627159,0
1003,292890.7241,web,"Meridian, Idaho",No,0,0,0
1004,292898.5118,gender,"Meridian, Idaho",No,336.9616427,0.199220576,0
1005,292882.6057,mobile,"Meridian, Idaho",No,914.6183891,0.237508524,1
1006,292890.9476,web,"Meridian, Idaho",No,0,0,0
1007,292887.2681,web,"Meridian, Idaho",No,0,0,0
1008,292991,university,Stanford University,No,58,0.537,0
1009,293649,university,University of Dayton,Yes,4,0.571,1
1010,292882.9229,mobile,"Meridian, Idaho",No,1923.810908,0.499278597,0
1011,292884.9183,mobile,"Meridian, Idaho",No,1125.892556,0.292310015,0
1012,292891.8709,gender,"Meridian, Idaho",No,1110.320984,0.420906754,0
1013,293564.5368,university,Providence College,No,3.585971311,0.873522494,1
1014,292895,gender,Male respondents,No,1172,0.528,0
1015,293306.1753,university,"University of California, Santa Cruz",Yes,2,0.603681646,1
1016,292886.0921,mobile,"Meridian, Idaho",No,1070.0436,0.296774986,1
1017,292887.2348,web,"Meridian, Idaho",No,0,0,0
1018,293349,university,Lehigh University,Yes,0,0,1
1019,292890.5828,web,"Meridian, Idaho",No,0,0,0
1020,292891.9921,mobile,"Meridian, Idaho",No,962.2341109,0.371190926,1
1021,292882.7044,mobile,"Meridian, Idaho",No,1795.768231,0.466066162,0
1022,292891.8878,gender,"Meridian, Idaho",No,1110.654394,0.421485653,0
1023,292889.6486,mobile,"Meridian, Idaho",No,1005.056092,0.341632879,1
1024,293016.4935,university,University of Southern California,No,5.165941791,0.488021914,1
1025,292890.3153,web,"Meridian, Idaho",No,0,0,0
1026,293580.5728,university,Washington State University,No,1,1,1
1027,293565,university,Cal State Northridge,Yes,0,0,1
1028,292898.9308,gender,"Meridian, Idaho",No,498.095435,0.273493963,0
1029,292900.5086,gender,"Meridian, Idaho",No,827.7155184,0.49035823,0
1030,292887.8986,web,"Meridian, Idaho",No,0,0,0
1031,292889.2741,mobile,"Meridian, Idaho",No,795.8041384,0.321829489,1
1032,293694.6316,university,"Westport, CT",Yes,0.88533766,0.110667207,1
1033,292881.0653,mobile,"Meridian, Idaho",No,801.7842513,0.208240966,1
1034,292890.8691,mobile,"Meridian, Idaho",No,982.7539477,0.357027025,1
1035,292893,gender,Male respondents,Yes,472,0.213,1
1036,293593,university,Appalachian State University,I don't use Tinder,46,0.4,1
1037,293275,university,Emory University,I don't use Tinder,1,0.2,0
1038,292888.0571,web,"Meridian, Idaho",No,0,0,0
1039,292955,university,Northwestern University,No,65,0.542,0
1040,293278.1579,university,"University of California, Santa Cruz",Yes,5.07603115,0.195427199,1
1041,293135,university,University of Mississippi,No,1,0.333,0
1042,292884.1992,mobile,"Meridian, Idaho",No,1031.340194,0.267784487,1
1043,292884.2082,mobile,"Meridian, Idaho",No,1437.98045,0.373261141,0
1044,292898.3935,mobile,"Meridian, Idaho",No,845.2608526,0.451932195,1
1045,292894.4469,gender,"Meridian, Idaho",No,478.3664101,0.227758496,0
1046,292960.0258,university,University of Pennsylvania,I don't use Tinder,24,0.201386842,1
1047,292882.7783,mobile,"Meridian, Idaho",No,927.2640753,0.240788634,1
1048,292889.7271,mobile,"Meridian, Idaho",No,795.7386787,0.328115082,1
1049,292887.0792,web,"Meridian, Idaho",No,0,0,0
1050,292895.6868,gender,"Meridian, Idaho",No,540.5130626,0.243898048,0
1051,292895.5316,gender,"Meridian, Idaho",No,483.1391996,0.23882269,0
1052,292890.5307,web,"Meridian, Idaho",No,0,0,0
1053,292902.3261,gender,"Meridian, Idaho",No,483.8202054,0.29528777,0
1054,292988.3796,university,University of Pennsylvania,I don't use Tinder,23.13435184,0.235850371,1
1055,293289,university,Tufts University,Yes,3,0.429,0
1056,292893.3998,gender,"Meridian, Idaho",No,482.1957686,0.217598092,0
1057,292887.8166,web,"Meridian, Idaho",No,0,0,0
1058,292882.5599,mobile,"Meridian, Idaho",No,796.7745509,0.228648161,1
1059,292888.9911,web,"Meridian, Idaho",No,0,0,0
1060,292896.8671,mobile,"Meridian, Idaho",No,873.1528687,0.432679617,1
1061,292894.0744,gender,"Meridian, Idaho",No,499.3974713,0.225355722,0
1062,292902.1405,gender,"Meridian, Idaho",No,524.3081957,0.306978294,0
1063,292890.4249,web,"Meridian, Idaho",No,0,0,0
1064,293080.6949,university,University of Oregon,Yes,0,0,1
1065,293014.8443,university,University of Oregon,Yes,2.153694305,0.139608855,1
1066,292887.718,web,"Meridian, Idaho",No,0,0,0
1067,292889.0584,web,"Meridian, Idaho",No,0,0,0
1068,292888.6143,web,"Meridian, Idaho",No,0,0,0
1069,292883,mobile,Mobile respondents,No,1969,0.511,0
1070,292893.822,gender,"Meridian, Idaho",No,492.9603412,0.222452703,0
1071,292898.7489,gender,"Meridian, Idaho",No,671.4993633,0.358685448,0
1072,292900.1892,gender,"Meridian, Idaho",No,812.3558922,0.474900833,1
1073,293405,university,Skidmore College,No,1,1,1
1074,292888.4453,web,"Meridian, Idaho",No,0,0,0
1075,292882.5079,mobile,"Meridian, Idaho",No,1680.613947,0.436196792,0
1076,292882.7291,mobile,"Meridian, Idaho",No,923.658474,0.239853393,1
1077,292888.8583,web,"Meridian, Idaho",No,0,0,0
1078,292888.7961,web,"Meridian, Idaho",No,0,0,0
1079,292887.9126,web,"Meridian, Idaho",No,0,0,0
1080,292882.5316,mobile,"Meridian, Idaho",No,796.7786434,0.228255194,1
1081,292888.4064,web,"Meridian, Idaho",No,0,0,0
1082,293231.7223,university,Williams College,I don't use Tinder,1.595683637,0.425539545,1
1083,293314.4309,university,University of Pittsburgh,I don't use Tinder,0.392954939,0.035758899,1
1084,292888.7152,web,"Meridian, Idaho",No,0,0,0
1085,293601,university,"University of Wisconsin, Eau Claire",Yes,1,1,1
1086,292895.9093,gender,"Meridian, Idaho",No,484.800827,0.242674644,0
1087,293475,university,University of Wisconsin-Whitewater,Yes,2,0.4,0
1088,292895.9155,gender,"Meridian, Idaho",No,546.346434,0.246528784,0
1089,292882.35,mobile,"Meridian, Idaho",No,895.8861605,0.232649653,1
1090,292899.3173,gender,"Meridian, Idaho",No,828.8691191,0.461889783,1
1091,292886.7543,mobile,"Meridian, Idaho",No,796.1683284,0.286859097,1
1092,293470.123,university,Union College,Yes,0.093581913,0.093581913,1
1093,292888.6758,web,"Meridian, Idaho",No,0,0,0
1094,292887.4416,web,"Meridian, Idaho",No,0,0,0
1095,292888.0054,web,"Meridian, Idaho",No,0,0,0
1096,292882.7323,mobile,"Meridian, Idaho",No,923.8916926,0.239913886,1
1097,292901.8923,gender,"Meridian, Idaho",No,511.1262662,0.303701799,0
1098,292884.8173,mobile,"Meridian, Idaho",No,1076.619808,0.27952937,1
1099,292896.679,gender,"Meridian, Idaho",No,381.8635916,0.203802407,0
1100,292901.6275,gender,"Meridian, Idaho",No,509.9609406,0.301000362,0
1101,292884.3317,mobile,"Meridian, Idaho",No,1383.709836,0.359184121,0
1102,292882.52,mobile,"Meridian, Idaho",No,1687.69624,0.438033837,0
1103,293397,university,Colorado State University,Yes,0,0,1
1104,292888.7477,web,"Meridian, Idaho",No,0,0,0
1105,293460,university,University of Buffalo,Yes,0,0,1
1106,292890.0348,web,"Meridian, Idaho",No,0,0,0
1107,293111,university,University of Maine,No,3,0.75,0
1108,292897.6672,mobile,"Meridian, Idaho",No,794.5910881,0.438309481,1
1109,292882.0913,mobile,"Meridian, Idaho",No,876.9368174,0.227734465,1
1110,293085,university,Wesleyan University,Yes,0,0,0
1111,292899.1764,gender,"Meridian, Idaho",No,695.3346484,0.383055156,0
1112,292997.3326,university,University of Southern California,No,3.036960294,0.430007168,1
1113,292897.3753,gender,"Meridian, Idaho",No,594.9236795,0.28039282,0
1114,292884.4558,mobile,"Meridian, Idaho",No,1329.186309,0.3450415,0
1115,292887.0634,web,"Meridian, Idaho",No,0,0,0
1116,292890.8631,gender,"Meridian, Idaho",No,1090.45617,0.386415488,0
1117,292898.0951,gender,"Meridian, Idaho",No,635.0513382,0.321420202,0
1118,292896.0353,gender,"Meridian, Idaho",No,891.0259815,0.412915343,1
1119,292895.0036,gender,"Meridian, Idaho",No,480.8160302,0.233437161,0
1120,293773,university,University of Florida,I don't use Tinder,0,0,0
1121,292887.1281,web,"Meridian, Idaho",No,0,0,0
1122,293285,university,Purdue University,No,13,0.5,1
1123,292897.6079,mobile,"Meridian, Idaho",No,794.599654,0.437486955,1
1124,292884.9892,mobile,"Meridian, Idaho",No,1089.207958,0.282794556,1
1125,292900.0792,gender,"Meridian, Idaho",No,503.1483684,0.285207581,0
1126,292901.6302,gender,"Meridian, Idaho",No,509.9729951,0.301028307,0
1127,292890.4551,web,"Meridian, Idaho",No,0,0,0
1128,292896.0407,mobile,"Meridian, Idaho",No,888.2525568,0.422256995,1
1129,293463.3289,university,Skidmore College,No,2.426169913,1,1
1130,292901.0865,gender,"Meridian, Idaho",No,534.4972049,0.29714063,0
1131,293085.2225,university,Vanderbilt University,No,56.19713878,0.612738997,1
1132,292890.9525,web,"Meridian, Idaho",No,0,0,0
1133,293263,university,University of Arizona,I don't use Tinder,3,0.273,0
1134,292887.9062,web,"Meridian, Idaho",No,0,0,0
1135,292884.8712,mobile,"Meridian, Idaho",No,1080.563839,0.280552395,1
1136,293307,university,United States Naval Academy,Yes,0,0,0
1137,292887.7983,web,"Meridian, Idaho",No,0,0,0
1138,293261.3749,university,University of Washington,No,2.354163148,0.72916737,1
1139,293057,university,University of Michigan,No,49,0.57,0
1140,292901.2411,gender,"Meridian, Idaho",No,533.0023753,0.298583913,0
1141,292889.2669,web,"Meridian, Idaho",No,0,0,0
1142,292881.192,mobile,"Meridian, Idaho",No,909.5308048,0.236188878,0
1143,292883.1733,mobile,"Meridian, Idaho",No,796.6858979,0.237160839,1
1144,293067,university,University of Southern California,Yes,1,0.1,0
1145,292900.0589,gender,"Meridian, Idaho",No,744.5363858,0.433360072,0
1146,292881.9262,mobile,"Meridian, Idaho",No,1339.726243,0.347775408,0
1147,292889.1554,web,"Meridian, Idaho",No,0,0,0
1148,292881.5613,mobile,"Meridian, Idaho",No,838.1125933,0.217664017,1
1149,292896.1094,gender,"Meridian, Idaho",No,551.2888909,0.248757735,0
1150,292882.9026,mobile,"Meridian, Idaho",No,1911.934973,0.49619815,0
1151,292889.2092,web,"Meridian, Idaho",No,0,0,0
1152,292881.437,mobile,"Meridian, Idaho",No,1053.105909,0.273430202,0
1153,293579,university,Pepperdine University,No,2,1,0
1154,292885.3245,mobile,"Meridian, Idaho",No,1084.070478,0.287092877,1
1155,292987.3363,university,University of Pennsylvania,I don't use Tinder,12.22420957,0.113073939,1
1156,292894.2581,gender,"Meridian, Idaho",No,504.0813071,0.22746804,0
1157,292887.5964,web,"Meridian, Idaho",No,0,0,0
1158,292894.6588,mobile,"Meridian, Idaho",No,913.5043118,0.404826868,1
1159,292890.8842,web,"Meridian, Idaho",No,0,0,0
1160,293675.5636,university,Whatsgoodly University,I don't use Tinder,1,0.217415431,1
1161,292890.7739,web,"Meridian, Idaho",No,0,0,0
1162,292888.7449,gender,"Meridian, Idaho",No,1029.097571,0.304126408,1
1163,292897.6163,gender,"Meridian, Idaho",No,568.0420702,0.264752484,0
1164,293670.0212,university,University of Kansas,No,0.042549144,0.042549144,1
1165,292887.9702,web,"Meridian, Idaho",No,0,0,0
1166,293093,university,University of Texas,No,35,0.479,0
1167,293673,university,Syracuse University,Yes,4,0.444,0
1168,292898.3322,gender,"Meridian, Idaho",No,963.7395264,0.505230188,0
1169,292895.3828,gender,"Meridian, Idaho",No,532.7607343,0.2404019,0
1170,292898.6134,gender,"Meridian, Idaho",No,334.4720105,0.198966532,0
1171,293605,university,"University of Wisconsin, Eau Claire",I don't use Tinder,0,0,0
1172,293267,university,Texas Christian University,No,8,0.308,0
1173,292888.1666,web,"Meridian, Idaho",No,0,0,0
1174,292887.9919,web,"Meridian, Idaho",No,0,0,0
1175,292883.9723,mobile,"Meridian, Idaho",No,1014.723423,0.263474335,1
1176,293597,university,University of Connecticut,No,3,0.375,0
1177,293182.1532,university,University of Washington,No,6.188182396,0.527219413,1
1178,292890.0121,web,"Meridian, Idaho",No,0,0,0
1179,292884.3482,mobile,"Meridian, Idaho",No,1042.254353,0.270615464,1
1180,292890.4699,web,"Meridian, Idaho",No,0,0,0
1181,292881.3954,mobile,"Meridian, Idaho",No,825.959484,0.214511675,1
1182,293523,university,Auburn University,Yes,0,0,0
1183,292887.8232,web,"Meridian, Idaho",No,0,0,0
1184,292882.5485,mobile,"Meridian, Idaho",No,910.4300413,0.236422127,1
1185,293740.3221,university,University of Tampa,I don't use Tinder,0.56921076,0.056921076,1
1186,292901.6136,gender,"Meridian, Idaho",No,529.402063,0.302060077,0
1187,292899.2401,gender,"Meridian, Idaho",No,499.4562521,0.276648584,0
1188,292896.8049,gender,"Meridian, Idaho",No,1059.191028,0.515666219,0
1189,293607,university,University of Delaware,Yes,1,0.25,0
1190,292902.6468,gender,"Meridian, Idaho",No,519.4144764,0.311703264,0
1191,292882.2702,mobile,"Meridian, Idaho",No,1541.323328,0.400066802,0
1192,292898.2918,mobile,"Meridian, Idaho",No,847.1196732,0.450649136,1
1193,292894.57,mobile,"Meridian, Idaho",No,915.1280652,0.403706066,1
1194,293659.4584,university,University of Delaware,No,3.975671189,0.397567119,1
1195,292898.3844,gender,"Meridian, Idaho",No,960.4758649,0.504873361,0
1196,293235,university,Loyola Marymount University,Yes,0,0,0
1197,292883.9123,mobile,"Meridian, Idaho",No,1568.052442,0.406999951,0
1198,292885.5136,mobile,"Meridian, Idaho",No,1080.615356,0.289477789,1
1199,292890.3082,web,"Meridian, Idaho",No,0,0,0
1200,292881.9896,mobile,"Meridian, Idaho",No,869.4878354,0.225802305,1
1201,292898.3296,gender,"Meridian, Idaho",No,648.1266929,0.334788726,0
1202,292893.1836,gender,"Meridian, Idaho",No,472.8078541,0.214872753,0
1203,292897.4912,gender,"Meridian, Idaho",No,361.9651768,0.201771957,0
1204,292900.3529,gender,"Meridian, Idaho",No,809.2549858,0.47734409,1
1205,292898.8016,gender,"Meridian, Idaho",No,934.3970414,0.502022077,0
1206,293161,university,Yale University,I don't use Tinder,0,0,1
1207,292882.3968,mobile,"Meridian, Idaho",No,1615.5264,0.419314015,0
1208,292889.3761,web,"Meridian, Idaho",No,0,0,0
1209,292902.1853,gender,"Meridian, Idaho",No,477.0970079,0.291169371,0
1210,292895.7661,gender,"Meridian, Idaho",No,1124.116759,0.522764766,0
1211,293393,university,University of Minnesota,No,1,0.25,0
1212,293433,university,Florida State University,Yes,0,0,1
1213,293209,university,Butler University,I don't use Tinder,17,0.25,1
1214,293013.2519,university,University of Miami,I don't use Tinder,22.39546474,0.223146097,1
1215,293137,university,University of Mississippi,I don't use Tinder,0,0,1
1216,292899.8766,mobile,"Meridian, Idaho",No,818.1601,0.4706386,1
1217,293061.8241,university,University of Southern California,No,40.62806102,0.601052614,1
1218,292988.9987,university,University of Oregon,Yes,1.499973702,0.316509651,1
1219,293353,university,Lehigh University,I don't use Tinder,1,0.333,0
